,mm,formula,compound,pollutant_category,AVG_savanna,AVG_boreal_forest,AVG_tropical_forest,AVG_temperate_forest,AVG_peat,AVG_chaparral,AVG_open_cooking,AVG_cookstove,AVG_dung_burning,AVG_charcoal_making,AVG_charcoal_burning,AVG_coal_burning,AVG_pasture_maintenance,AVG_crop_residue,AVG_garbage_burning,N_savanna,N_boreal_forest,N_tropical_forest,N_temperate_forest,N_peat,N_chaparral,N_open_cooking,N_cookstove,N_dung_burning,N_charcoal_making,N_charcoal_burning,N_coal_burning,N_pasture_maintenance,N_crop_residue,N_garbage_burning,STD_savanna,STD_boreal_forest,STD_tropical_forest,STD_temperate_forest,STD_peat,STD_chaparral,STD_open_cooking,STD_cookstove,STD_dung_burning,STD_charcoal_making,STD_charcoal_burning,STD_coal_burning,STD_pasture_maintenance,STD_crop_residue,STD_garbage_burning,smile,S07,S07T,S18B,S22,MOZT1,geos_chem_species,id
473,118.0,C9H10,3-methylstyrene,NMOC_g,,0.04565,,0.0256,0.0391,0.01372,,,,,,,,0.00904,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0098,,,,,,,,,,,,CC1=CC(=CC=C1)C=C,OLE2,OLE2,STYRS,STYRS,,,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3"
474,118.0,C9H10,4-methylstyrene,NMOC_g,,0.01085,,0.00983,,0.00425,,,,,,,,0.00215,,0.0,2.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0029,,,,,,,,,,,,CC1=CC=C(C=C1)C=C,OLE2,OLE2,STYRS,STYRS,BIGENE,,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3"
475,118.0,C9H10,2-methylstyrene,NMOC_g,,,,0.01228,,0.00926,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0052,,,,,,,,,,,,CC1=CC=CC=C1C=C,OLE2,OLE2,STYRS,STYRS,BIGENE,,"InChI=1S/C9H10/c1-3-9-7-5-4-6-8(9)2/h3-7H,1H2,2H3"
476,118.0,C9H10,Alpha-methylstyrene,NMOC_g,,0.0128,,0.00742,0.00582,0.00322,,,,,,,,0.00206,,0.0,2.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0072,,,,,,,,,,,,CC(=C)C1=CC=CC=C1,OLE2,OLE2,STYRS,STYRS,BIGENE,,"InChI=1S/C9H10/c1-8(2)9-6-4-3-5-7-9/h3-7H,1H2,2H3"
477,118.0,C8H6O,Benzofuran,NMOC_g,0.0744,0.04,,0.1468,0.0485,0.0475,0.0281,0.0094,0.0605,,,,,0.0505,0.236,2.0,3.0,0.0,11.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,0.063,0.0201,,0.2553,0.017,0.0483,,0.0077,,,,,,0.0382,0.3079,C1=CC=C2C(=C1)C=CO2,ARO1,ARO1,NAPS,NAPS,TOLUENE,,InChI=1S/C8H6O/c1-2-4-8-7(3-1)5-6-9-8/h1-6H
478,118.0,C4H6O4,Succinic acid,NMOC_g,,0.0017,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C(CC(=O)O)C(=O)O,PACD,PACD,RCOOH,OACID,,,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)"
479,118.0,C5H10O3,Isoprene hydroxy hydroperoxides/isoprene epoxydiols,NMOC_g,,,,0.0408,0.0101,0.0012,,,0.0175,,,,,0.0044,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,0.0498,,,,,,,,,,,,CC(=C)C(=C)COOO,ROOH,ROOH,ROOH,ROOH,,,118.11799999999998_C5H10O3
480,119.0,C8H9N,Dihydro pyridine,NMOC_g,,0.0016,,0.0021,0.0034,0.0004,,,0.0115,,,,,0.0004,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CCC1CCCC=N1,ARO1,ARO1,ARO1,ARO1,,,119.07316_C8H9N
482,119.0,C4H9NO3,2-butyl nitrate,NMOC_g,,0.0018,0.0006,0.0011,0.012,,,0.0004,0.0038,,,,,,,0.0,2.0,1.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0001,,0.0004,,,,0.0004,0.0015,,,,,,,CCC(C)O[N+](=O)[O-],NROG,NROG,R1NO3,R1NO3,ALKNIT,,"InChI=1S/C4H9NO3/c1-3-4(2)8-5(6)7/h4H,3H2,1-2H3"
484,120.0,C8H8O,"Benzofuran, 2,3-dihydro-",NMOC_g,,,,,,,,,,,,,,0.00106,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1COC2=CC=CC=C21,ARO2,ARO2,STYRS,STYRS,,,"InChI=1S/C8H8O/c1-2-4-8-7(3-1)5-6-9-8/h1-4H,5-6H2"
485,120.0,C8H8O,Vinylphenol,NMOC_g,0.2538,0.2358,,0.16113,0.1081,0.0644,0.0406,0.0768,,,,,,0.26657,0.0421,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,0.0994,,,,,,,,C=CC1=CC=CC=C1O,CRES,CRES,CRES,CRES,,,"InChI=1S/C8H8O/c1-2-7-5-3-4-6-8(7)9/h2-6,9H,1H2"
486,120.0,C8H8O,Acetophenone,NMOC_g,,0.0055,,0.0031,0.01125,,,,,,,,,0.00472,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC(=O)C1=CC=CC=C1,ARO1,ARO1,ARO1,ARO1,MEK,,"InChI=1S/C8H8O/c1-7(9)8-5-3-2-4-6-8/h2-6H,1H3"
487,120.0,C8H8O,Benzeneacetaldehyde,NMOC_g,,0.0018,,0.00273,,,,,,,,,,0.00077,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1=CC=C(C=C1)CC=O,RCHO,RCHO,RCHO,RCHO,,,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2"
488,120.0,C8H8O,"Benzaldehyde, 2+3-methyl-",NMOC_g,,0.0278,,0.02158,,,,,,,,,,0.00713,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC(=CC=C1)C=O,RCHO,BALD,RCHO,RCHO,BZALD,,1604.49_3.247
490,120.0,C9H12,N-propylbenzene,NMOC_g,0.00674,0.01124,,0.00669,0.02435,0.00614,,0.0075,0.01715,,,0.02,,0.0029,0.02011,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,8.0,2.0,,0.0027,,0.0041,0.0229,0.0025,,0.0115,0.0173,,,0.0257,,0.0019,,CCCC1=CC=CC=C1,ARO1,ARO1,ARO1,ARO1,XYLENES,,"InChI=1S/C9H12/c1-2-6-9-7-4-3-5-8-9/h3-5,7-8H,2,6H2,1H3"
491,120.0,C9H12,3-ethyltoluene,NMOC_g,0.01124,0.01273,,0.01767,0.02173,0.00613,,0.01474,0.03252,,,0.049,,0.0275,0.02311,2.0,2.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,3.0,2.0,,,,0.012,,,,0.0108,0.0293,,,0.0595,,0.0322,,CCC1=CC=CC(=C1)C,ARO2,ARO2,ARO2,ARO2,XYLENES,,"InChI=1S/C9H12/c1-3-9-6-4-5-8(2)7-9/h4-7H,3H2,1-2H3"
492,120.0,C9H12,4-ethyltoluene,NMOC_g,0.00674,0.00785,,0.01246,0.01891,0.00545,,0.00892,0.01912,,,0.0196,,0.0087,0.01152,2.0,2.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,7.0,2.0,,,,0.0159,,,,0.0109,0.0177,,,0.0225,,0.0128,,CCC1=CC=C(C=C1)C,ARO2,ARO2,ARO2,ARO2,XYLENES,,"InChI=1S/C9H12/c1-3-9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3"
493,120.0,C9H12,2-ethyltoluene,NMOC_g,0.00674,0.01103,,0.00975,0.03905,0.00716,,0.00821,0.01827,,,0.0151,,0.0134,0.01497,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,4.0,2.0,,0.0076,,0.0069,0.0047,0.0029,,0.0113,0.0165,,,0.0181,,0.0175,,CCC1=CC=CC=C1C,ARO2,ARO2,ARO2,ARO2,XYLENES,,"InChI=1S/C9H12/c1-3-9-7-5-4-6-8(9)2/h4-7H,3H2,1-2H3"
494,120.0,C9H12,"1,2,4-trimethylbenzene",NMOC_g,0.00899,0.01634,,0.02895,0.06332,0.01047,,0.00733,0.02615,,,0.0451,,0.0266,0.01558,2.0,3.0,0.0,11.0,3.0,3.0,0.0,6.0,7.0,0.0,0.0,2.0,0.0,8.0,3.0,,0.001,,0.0269,0.0045,0.0047,,0.0073,0.0226,,,0.0559,,0.0589,0.0075,CC1=CC(=C(C=C1)C)C,ARO2,B124,BZ124,BZ124,XYLENES,,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3"
495,120.0,C9H12,"1,3,5-trimethylbenzene",NMOC_g,,0.00499,,0.01018,0.01218,0.00724,,0.00447,0.01106,,,0.0316,,0.0068,0.02187,0.0,3.0,0.0,10.0,3.0,3.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,8.0,2.0,,0.0026,,0.0086,0.0046,0.0073,,0.0052,0.009,,,0.0385,,0.015,,CC1=CC(=CC(=C1)C)C,ARO2,ARO2,BZ135,BZ135,XYLENES,,"InChI=1S/C9H12/c1-7-4-8(2)6-9(3)5-7/h4-6H,1-3H3"
496,120.0,C9H12,"1,2,3-trimethylbenzene",NMOC_g,,0.02497,,0.03832,0.05393,0.01246,,0.00447,0.01406,,,0.015,,0.075,0.00989,0.0,3.0,0.0,7.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,2.0,2.0,,0.0014,,0.0246,0.0027,,,0.0052,0.0108,,,0.0183,,0.1015,,CC1=C(C(=CC=C1)C)C,ARO2,ARO2,BZ123,BZ123,XYLENES,,"InChI=1S/C9H12/c1-7-5-4-6-8(2)9(7)3/h4-6H,1-3H3"
497,120.0,C9H12,Isopropylbenzene,NMOC_g,0.00674,0.01326,,0.00573,0.00444,0.00415,,0.00748,0.00815,,,0.0144,,0.0011,0.0138,2.0,2.0,0.0,11.0,3.0,2.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,8.0,2.0,,,,0.0036,0.0003,,,0.0134,0.0101,,,0.0198,,0.0005,,CC(C)C1=CC=CC=C1,ARO1,ARO1,ARO1,ARO1,XYLENES,,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3"
498,120.0,C9H12,C9H12 isomers,NMOC_g,,0.0035,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1C=CC=CC=C1,OLE2,OLE2,OLEC,OLE2,,,1014.68_1.267
499,121.0,C3H7NO4,Propene hydroxynitrates,NMOC_g,,,,,0.0065,0.0006,,,0.0048,,,,,,,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,0.0,,CC(=CO+[O-])O,RNO3,RNO3,R1NO3,R1NO3,,,121.07051_C3H7NO4
501,122.0,C7H6O2,Benzoic acids/hydroxybenzaldehyde,NMOC_g,,0.02,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1=CC=C(C=C1)C(=O)O,ARO1,ARO1,RCOOH,OACID,,,122.123_C7H6O2
502,122.0,C7H6O2,"1,3-benzodioxole",NMOC_g,,0.0051,,,,,,,,,,,,0.0013,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1OC2=CC=CC=C2O1,ARO2,ARO2,STYRS,STYRS,,,"InChI=1S/C7H6O2/c1-2-4-7-6(3-1)8-5-9-7/h1-4H,5H2"
503,122.0,C7H6O2,2-hydroxybenzaldehyde (=salicylaldehyde),NMOC_g,0.0659,0.1062,,0.0723,0.2218,0.0362,0.0301,0.0258,0.071,,,,,0.045,0.0343,1.0,1.0,0.0,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,0.0421,0.1388,0.0172,,0.0244,,,,,,0.0335,,C1=CC=C(C(=C1)C=O)O,CRES,CRES,XYNL,XYNL,BZALD,,"InChI=1S/C7H6O2/c8-5-6-3-1-2-4-7(6)9/h1-5,9H"
505,122.0,C9H14,Santene,NMOC_g,,0.18132,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC1=C(C2CCC1C2)C,TERP,TERP,TERP,TERP,,,"InChI=1S/C9H14/c1-6-7(2)9-4-3-8(6)5-9/h8-9H,3-5H2,1-2H3"
506,122.0,C9H14,C9H14 isomers,NMOC_g,,0.01779,,0.0427,0.07255,,,,,,,,,0.01295,,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C1C=CCC=C1,OLE2,OLE2,OLEC,OLE2,,,939.706_1.192
508,122.0,C8H10O,"2,5-dimethyl phenol",NMOC_g,0.1329,0.128,,0.0862,0.23013,0.0299,0.0347,0.0649,,,,,,0.10028,0.029,1.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,,,,0.0723,,,,0.0723,,,,,,0.0902,,CC1=CC(=C(C=C1)C)O,CRES,CRES,XYNL,XYNL,CRESOL,,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3"
509,122.0,C8H10O,"Phenol, 2,6-dimethyl-",NMOC_g,,,,,,,,,,,,,,0.00622,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=C(C(=CC=C1)C)O,CRES,CRES,XYNL,XYNL,CRESOL,,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3"
510,122.0,C8H10O,4-methyl anisole,NMOC_g,,0.006,,0.0113,0.01107,,,,,,,,,0.00271,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1=CC=C(C=C1)OC,ARO2,ARO2,ARO2,ARO2,,,"InChI=1S/C8H10O/c1-7-3-5-8(9-2)6-4-7/h3-6H,1-2H3"
511,122.0,C3H4Cl2,"Trans-1,3-dichloropropene",NMOC_g,,,,,,,,,,,,,,0.0004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,0.0001,,C(C=CCl)Cl,ALK5,ALK5,OTH4,ALK5,NROG,,"InChI=1S/C3H4Cl2/c4-2-1-3-5/h1-2H,3H2/b2-1+"
512,123.0,C6H5NO2,Nitrobenzene,NMOC_g,,,,0.011,0.0142,0.0017,,,0.0143,,,,,0.0084,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C1=CC=C(C=C1)[N+](=O)[O-],NROG,NROG,BENZ,BENZ,NROG,,InChI=1S/C6H5NO2/c8-7(9)6-4-2-1-3-5-6/h1-5H
513,124.0,C6H4O3,Hydroxy benzoquinone,NMOC_g,0.13015,0.041,,0.10671,0.08665,0.06263,,,0.0394,,,,,0.11255,,2.0,2.0,0.0,7.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,0.0393,,0.0739,,,,,,,,0.0431,,C1=CC(=O)C(=CC1=O)O,AFG3,AFG3,AFG3,AFG3,,,"InChI=1S/C6H4O3/c7-4-1-2-5(8)6(9)3-4/h1-3,9H"
514,124.0,C6H5Cl,Chlorobenzene,NMOC_g,0.0005,,,0.0004,,,,,,,,,,0.0008,,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,0.0003,,,,,,,,,,0.0003,,C1=CC=C(C=C1)Cl,ARO1,ARO1,BENX,BENX,NROG,,InChI=1S/C6H5Cl/c7-6-4-2-1-3-5-6/h1-5H
515,124.0,C7H8O2,2-propionylfuran,NMOC_g,,,,,,,,,,,,,,0.0015,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CCC(=O)C1=CC=CO1,OLE2,OLE2,LVKS,LVKS,,,"InChI=1S/C7H8O2/c1-2-6(8)7-4-3-5-9-7/h3-5H,2H2,1H3"
516,124.0,C7H8O2,2-acetyl-5-methylfuran,NMOC_g,,,,,,,,,,,,,,0.0019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CC1=CC=C(O1)C(=O)C,OLE2,OLE2,LVKS,LVKS,,,"InChI=1S/C7H8O2/c1-5-3-4-7(9-5)6(2)8/h3-4H,1-2H3"
517,124.0,C7H8O2,Guaiacol (=2-methoxyphenol),NMOC_g,0.3713,0.1141,,0.4783,0.3487,0.1671,0.0918,0.0968,0.6738,,,,,0.4517,0.0674,2.0,3.0,0.0,8.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.1141,0.1378,,0.3085,0.2399,0.1594,,0.0558,,,,,,0.3098,,COC1=CC=CC=C1O,CRES,CRES,XYNL,XYNL,CRESOL,,"InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3"
518,124.0,C8H12O,"Furan, 4-methyl-2-propyl-",NMOC_g,,0.0014,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCC1=CC(=CO1)C,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C8H12O/c1-3-4-8-5-7(2)6-9-8/h5-6H,3-4H2,1-2H3"
520,124.0,C9H16,Nonadiene,NMOC_g,,,,0.00348,,0.0026,,,,,,,,,,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.001,,,,,,,,,,,,CCCCCC=CC=C,OLE2,OLE2,OLED,OLE2,,,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3,5,7H,1,4,6,8-9H2,2H3"
521,124.0,C9H16,"1,8-nonadiene",NMOC_g,,0.0101,,0.01204,,,,,,,,,,0.00624,,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,C=CCCCCCC=C,OLE2,OLE2,OLED,OLE2,,,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h3-4H,1-2,5-9H2"
522,124.0,C9H16,C9H16 isomers,NMOC_g,,0.0059,,0.03565,0.08855,,,,,,,,,0.01426,,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC=C1CCCCC1,OLE2,OLE2,OLE4,OLE4,,,999.686_1.109
523,125.0,C8H15N,C8 nitriles,NMOC_g,,,,0.0006,0.0044,0.0,,,0.0061,,,,,0.0004,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,CCCCCCCC#N,ALK5,ALK5,OTH4,ALK5,,,125.12016_C8H15N
524,126.0,C7H10O2,Unsaturated c6 cyclic carboxylic acid,NMOC_g,0.0145,0.0416,,0.0702,0.039,0.022,0.0425,0.0109,0.1787,,,,,0.1542,,1.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0459,,0.0039,,0.0066,,0.0096,,,,,,0.0889,,C1C=CCCC1C(=O)O,ARO1,ARO1,RCOOH,OACID,,,126.155_C7H10O2
525,126.0,C6H6O3,Methyl 2-furoate,NMOC_g,,,,,,,,,,,,,,0.0016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,COC(=O)C1=CC=CO1,ARO2,ARO2,FURNS,FURNS,,,"InChI=1S/C6H6O3/c1-8-6(7)5-3-2-4-9-5/h2-4H,1H3"
526,126.0,C6H6O3,5-(hydroxymethyl)-2-furfural,NMOC_g,0.3605,0.1492,,0.2846,0.307,0.0831,0.0457,0.0406,0.3239,,,,,0.2133,0.1559,1.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,0.1975,,0.2017,0.0228,0.0044,,0.0158,,,,,,0.0956,,C1=C(OC(=C1)C=O)CO,BALD,BALD,BALD,BALD,BIGENE,,"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2"
527,126.0,C2H6S3,Dimethyl trisulfide,NMOC_g,,,,0.0011,0.0005,0.0001,,,0.0002,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CSSSC,ALK3,ALK3,OTH2,ALK5,,,InChI=1S/C2H6S3/c1-3-5-4-2/h1-2H3
529,126.0,C9H18,"Cyclopentane, butyl-",NMOC_g,,0.0023,,0.0032,0.0149,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC1CCCC1,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C9H18/c1-2-3-6-9-7-4-5-8-9/h9H,2-8H2,1H3"
530,126.0,C9H18,"2-nonene, (e)-",NMOC_g,,0.0023,,0.0037,0.0213,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCCCC=CC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3,5H,4,6-9H2,1-2H3/b5-3+"
531,126.0,C9H18,Cis-2-nonene,NMOC_g,,,,0.0027,0.0115,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCCCC=CC,OLE2,OLE2,OLE2,OLE2,BIGENE,,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3,5H,4,6-9H2,1-2H3/b5-3-"
532,126.0,C9H18,1-nonene,NMOC_g,0.024,0.0314,,0.0133,0.1432,0.0072,,,,,,,,0.01171,,1.0,1.0,0.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,0.0062,,0.0045,,,,,,,,0.0044,,CCCCCCCC=C,OLE1,OLE1,OLE1,OLE1,BIGENE,,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h3H,1,4-9H2,2H3"
533,126.0,C9H18,"4-nonene, e",NMOC_g,,,,0.0022,0.0096,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=CCCC,OLE2,OLE2,OLE2,OLE2,,,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h7,9H,3-6,8H2,1-2H3/b9-7+"
534,126.0,C9H18,Cis-4-nonene,NMOC_g,,0.0014,,0.0029,0.0147,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=CCCC,OLE2,OLE2,OLE2,OLE2,,,"InChI=1S/C9H18/c1-3-5-7-9-8-6-4-2/h7,9H,3-6,8H2,1-2H3/b9-7-"
535,126.0,C9H18,"Cyclohexane, 1,1,3-trimethyl-",NMOC_g,,,,,0.0129,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CC1CCCC(C1)(C)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,"InChI=1S/C9H18/c1-8-5-4-6-9(2,3)7-8/h8H,4-7H2,1-3H3"
536,126.0,C9H18,C9H18 isomers,NMOC_g,,0.0045,,0.0016,0.0572,,,,,,,,,0.00142,,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,CC1CCCC(C1)(C)C,ALK5,ALK5,ALK5,ALK5,BIGALK,,974.694_1.043
537,126.0,C8H14O,Octenone,NMOC_g,,0.0027,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,CCCCC=CC(=O)C,OLE2,OLE2,OLEP,OLEP,,,"InChI=1S/C8H14O/c1-3-4-5-6-7-8(2)9/h6-7H,3-5H2,1-2H3"
538,128.0,C7H12O2,Cyclohexanoic acid,NMOC_g,,0.005,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,C1CCC(CC1)C(=O)O,OLE1,OLE1,OLEP,OLEP,,,"InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)"
539,128.0,C10H8,4-phenylbut-3-ene-1-yne,NMOC_g,,0.0047,,0.0061,,,,,,,,,,0.0013,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,C#CC=CC1=CC=CC=C1,ARO2,ARO2,STYRS,STYRS,,,"InChI=1S/C10H8/c1-2-3-7-10-8-5-4-6-9-10/h1,3-9H/b7-3+"
